,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-3604000000.0,246000000.0,-30239000000.0,-2000000000.0,-8259000000.0,1349000000.0,27716000000.0,17954000000.0,320000000.0,56080000000.0,18154000000.0,-336000000.0,-4592000000.0,5966000000.0,-4931000000.0,-1667000000.0,-2862000000.0,-23386000000.0,
2020-03-31,-398000000.0,-16401000000.0,-24570000000.0,-3165000000.0,-8276000000.0,5470000000.0,20201000000.0,-4648000000.0,-232000000.0,28430000000.0,17448000000.0,-938000000.0,-4587000000.0,-2204000000.0,6617000000.0,-523000000.0,-9980000000.0,-21788000000.0,-1000000.0
2019-03-31,-8247000000.0,-916000000.0,-21426000000.0,-14378000000.0,-23575000000.0,3329000000.0,18458000000.0,-4946000000.0,-338000000.0,40393000000.0,18821000000.0,-592000000.0,-3959000000.0,-7760000000.0,48000000.0,-237000000.0,-173000000.0,-12041000000.0,-5001000000.0
2018-03-31,-1832000000.0,16930000000.0,-14951000000.0,-5907000000.0,-11625000000.0,-6236000000.0,13056000000.0,28423000000.0,253000000.0,54462000000.0,21209000000.0,-212000000.0,-3547000000.0,-1949000000.0,-5813000000.0,-2171000000.0,5468000000.0,-12140000000.0,-5001000000.0
